Cline	Location	Altitude_meters_above_sea_level	Latitude_degree_North	Longitude_degree_East	Species	Sex	Common_Garden_Temperature_Degree_Centigrade	Phenotype	Phenotype_Unit	Data	Reference	Reference_DOI
Altitude	Naldehra	2044	31.18	77.18	Drosophila melanogaster	Female	21	ChillComa	minutes	22.65	"Parkash R, Aggarwal DD, Kalra B, Ranga P. 2011. Divergence of water balance mechanisms in two melanic Drosophila species from the western Himalayas. Comparative Biochemistry and Physiology, Part A 158:531-541."	doi:10.1016/j.cbpa.2010.12.018
Altitude	Mashobra	2236	31.13	77.23	Drosophila melanogaster	Female	21	ChillComa	minutes	21.32	"Parkash R, Aggarwal DD, Kalra B, Ranga P. 2011. Divergence of water balance mechanisms in two melanic Drosophila species from the western Himalayas. Comparative Biochemistry and Physiology, Part A 158:531-541."	doi:10.1016/j.cbpa.2010.12.018
Altitude	Parwanoo	640	30.83	76.96	Drosophila buskii	Female	21	ChillComa	minutes	28.65	"Parkash R, Aggarwal DD, Kalra B, Ranga P. 2011. Divergence of water balance mechanisms in two melanic Drosophila species from the western Himalayas. Comparative Biochemistry and Physiology, Part A 158:531-541."	doi:10.1016/j.cbpa.2010.12.018
Altitude	Nahan	1038	30.55	77.29	Drosophila buskii	Female	21	ChillComa	minutes	25.1	"Parkash R, Aggarwal DD, Kalra B, Ranga P. 2011. Divergence of water balance mechanisms in two melanic Drosophila species from the western Himalayas. Comparative Biochemistry and Physiology, Part A 158:531-541."	doi:10.1016/j.cbpa.2010.12.018
Altitude	Dharampur	1437	30.9	77.09	Drosophila buskii	Female	21	ChillComa	minutes	24.88	"Parkash R, Aggarwal DD, Kalra B, Ranga P. 2011. Divergence of water balance mechanisms in two melanic Drosophila species from the western Himalayas. Comparative Biochemistry and Physiology, Part A 158:531-541."	doi:10.1016/j.cbpa.2010.12.018
Altitude	Barog	1680	30.89	77.07	Drosophila buskii	Female	21	ChillComa	minutes	22.52	"Parkash R, Aggarwal DD, Kalra B, Ranga P. 2011. Divergence of water balance mechanisms in two melanic Drosophila species from the western Himalayas. Comparative Biochemistry and Physiology, Part A 158:531-541."	doi:10.1016/j.cbpa.2010.12.018
Altitude	Naldehra	2044	31.18	77.18	Drosophila buskii	Female	21	ChillComa	minutes	19.67	"Parkash R, Aggarwal DD, Kalra B, Ranga P. 2011. Divergence of water balance mechanisms in two melanic Drosophila species from the western Himalayas. Comparative Biochemistry and Physiology, Part A 158:531-541."	doi:10.1016/j.cbpa.2010.12.018
Altitude	Mashobra	2236	31.13	77.23	Drosophila buskii	Female	21	ChillComa	minutes	16.54	"Parkash R, Aggarwal DD, Kalra B, Ranga P. 2011. Divergence of water balance mechanisms in two melanic Drosophila species from the western Himalayas. Comparative Biochemistry and Physiology, Part A 158:531-541."	doi:10.1016/j.cbpa.2010.12.018
Altitude	Solan	1440	30.9	77.09	Drosophila immigrans	Male	21	Melanization	% Pigmented	21.3	"Parkash R, Ramniwas S, Rajpurohit S, Sharma V. 2008. Variations in body melanization impact desiccation resistance in Drosophila immigrans from Western Himalayas. Journal of Zoology 276:219-227."	doi:10.1111/j.1469-7998.2008.00478.x
Altitude	Macleodganj	1770	32.23	76.32	Drosophila immigrans	Male	21	Melanization	% Pigmented	22.6	"Parkash R, Ramniwas S, Rajpurohit S, Sharma V. 2008. Variations in body melanization impact desiccation resistance in Drosophila immigrans from Western Himalayas. Journal of Zoology 276:219-227."	doi:10.1111/j.1469-7998.2008.00478.x
Altitude	Dalhousie	1959	32.32	75.58	Drosophila immigrans	Male	21	Melanization	% Pigmented	25.1	"Parkash R, Ramniwas S, Rajpurohit S, Sharma V. 2008. Variations in body melanization impact desiccation resistance in Drosophila immigrans from Western Himalayas. Journal of Zoology 276:219-227."	doi:10.1111/j.1469-7998.2008.00478.x
Altitude	Chail	2226	30.96	77.19	Drosophila immigrans	Male	21	Melanization	% Pigmented	27	"Parkash R, Ramniwas S, Rajpurohit S, Sharma V. 2008. Variations in body melanization impact desiccation resistance in Drosophila immigrans from Western Himalayas. Journal of Zoology 276:219-227."	doi:10.1111/j.1469-7998.2008.00478.x
Altitude	Chandigarh	400	30.44	76.53	Drosophila ananassae	Female	25	Melanization	% Pigmented	8.9	"Rajpurohit S, Parkash R, Singh S, Ramniwas S. 2008. Climate change, boundary increase and elongation of a pre-existing cline: A case study in Drosophila ananassae. Entomological Research 38:268-275."	doi: 10.1111/j.1748-5967.2008.00186.x
Altitude	Kalka	600	30.83	76.93	Drosophila ananassae	Female	25	Melanization	% Pigmented	10	"Rajpurohit S, Parkash R, Singh S, Ramniwas S. 2008. Climate change, boundary increase and elongation of a pre-existing cline: A case study in Drosophila ananassae. Entomological Research 38:268-275."	doi: 10.1111/j.1748-5967.2008.00186.x
Altitude	Solan	1440	30.9	77.09	Drosophila ananassae	Female	25	Melanization	% Pigmented	12.56	"Rajpurohit S, Parkash R, Singh S, Ramniwas S. 2008. Climate change, boundary increase and elongation of a pre-existing cline: A case study in Drosophila ananassae. Entomological Research 38:268-275."	doi: 10.1111/j.1748-5967.2008.00186.x
Altitude	Pinjore	512	30.79	76.91	Drosophila kikkawai	Female	21	Melanization	% Pigmented	34	"Parkash R, Sharma V, Kalra B. 2010. Sexual dimorphism for water balance mechanisms in montane populations of Drosophila kikkawai. Biology Letters 6:570-574."	doi:10.1098/rsbl.2009.0971
Altitude	Kalka	600	30.83	76.93	Drosophila kikkawai	Female	21	Melanization	% Pigmented	35.2	"Parkash R, Sharma V, Kalra B. 2010. Sexual dimorphism for water balance mechanisms in montane populations of Drosophila kikkawai. Biology Letters 6:570-574."	doi:10.1098/rsbl.2009.0971
Altitude	Bhunter	1096	31.86	77.15	Drosophila kikkawai	Female	21	Melanization	% Pigmented	43.4	"Parkash R, Sharma V, Kalra B. 2010. Sexual dimorphism for water balance mechanisms in montane populations of Drosophila kikkawai. Biology Letters 6:570-574."	doi:10.1098/rsbl.2009.0971
Altitude	Solan	1440	30.9	77.09	Drosophila kikkawai	Female	21	Melanization	% Pigmented	47.2	"Parkash R, Sharma V, Kalra B. 2010. Sexual dimorphism for water balance mechanisms in montane populations of Drosophila kikkawai. Biology Letters 6:570-574."	doi:10.1098/rsbl.2009.0971
Altitude	Kasauli	1951	30.9	76.96	Drosophila kikkawai	Female	21	Melanization	% Pigmented	54.6	"Parkash R, Sharma V, Kalra B. 2010. Sexual dimorphism for water balance mechanisms in montane populations of Drosophila kikkawai. Biology Letters 6:570-574."	doi:10.1098/rsbl.2009.0971
Altitude	Chail	2226	30.96	77.19	Drosophila kikkawai	Female	21	Melanization	% Pigmented	56.2	"Parkash R, Sharma V, Kalra B. 2010. Sexual dimorphism for water balance mechanisms in montane populations of Drosophila kikkawai. Biology Letters 6:570-574."	doi:10.1098/rsbl.2009.0971
Altitude	Mandi	800	31.58	76.91	Drosophila melanogaster	Female	21	HeatKnockdown	minutes	31.2	"Parkash R, Sharma V, Kalra B. 2009. Correlated changes in thermotolerance traits and body color phenotypes in montane populations of Drosophila melanogaster. analysis of within- and between-population variations. Journal of Zoology 280:49-59."	doi:10.1111/j.1469-7998.2009.00641.x
Altitude	Bhuntar	1096	31.86	77.15	Drosophila melanogaster	Female	21	HeatKnockdown	minutes	30.2	"Parkash R, Sharma V, Kalra B. 2009. Correlated changes in thermotolerance traits and body color phenotypes in montane populations of Drosophila melanogaster. analysis of within- and between-population variations. Journal of Zoology 280:49-59."	doi:10.1111/j.1469-7998.2009.00641.x
Altitude	Dharamshala	1211	32.21	76.32	Drosophila melanogaster	Female	21	HeatKnockdown	minutes	27.4	"Parkash R, Sharma V, Kalra B. 2009. Correlated changes in thermotolerance traits and body color phenotypes in montane populations of Drosophila melanogaster. analysis of within- and between-population variations. Journal of Zoology 280:49-59."	doi:10.1111/j.1469-7998.2009.00641.x
Altitude	Solan	1440	30.9	77.09	Drosophila melanogaster	Female	21	HeatKnockdown	minutes	24.3	"Parkash R, Sharma V, Kalra B. 2009. Correlated changes in thermotolerance traits and body color phenotypes in montane populations of Drosophila melanogaster. analysis of within- and between-population variations. Journal of Zoology 280:49-59."	doi:10.1111/j.1469-7998.2009.00641.x
Altitude	Kasauli	1951	30.9	76.96	Drosophila melanogaster	Female	21	HeatKnockdown	minutes	19.6	"Parkash R, Sharma V, Kalra B. 2009. Correlated changes in thermotolerance traits and body color phenotypes in montane populations of Drosophila melanogaster. analysis of within- and between-population variations. Journal of Zoology 280:49-59."	doi:10.1111/j.1469-7998.2009.00641.x
Altitude	Shimla	2202	31.06	77.1	Drosophila melanogaster	Female	21	HeatKnockdown	minutes	17	"Parkash R, Sharma V, Kalra B. 2009. Correlated changes in thermotolerance traits and body color phenotypes in montane populations of Drosophila melanogaster. analysis of within- and between-population variations. Journal of Zoology 280:49-59."	doi:10.1111/j.1469-7998.2009.00641.x
Altitude	Mandi	800	31.58	76.91	Drosophila melanogaster	Male	21	HeatKnockdown	minutes	23.6	"Parkash R, Sharma V, Kalra B. 2009. Correlated changes in thermotolerance traits and body color phenotypes in montane populations of Drosophila melanogaster. analysis of within- and between-population variations. Journal of Zoology 280:49-59."	doi:10.1111/j.1469-7998.2009.00641.x
Altitude	Bhuntar	1096	31.86	77.15	Drosophila melanogaster	Male	21	HeatKnockdown	minutes	22.2	"Parkash R, Sharma V, Kalra B. 2009. Correlated changes in thermotolerance traits and body color phenotypes in montane populations of Drosophila melanogaster. analysis of within- and between-population variations. Journal of Zoology 280:49-59."	doi:10.1111/j.1469-7998.2009.00641.x
Altitude	Dharamshala	1211	32.21	76.32	Drosophila melanogaster	Male	21	HeatKnockdown	minutes	21.5	"Parkash R, Sharma V, Kalra B. 2009. Correlated changes in thermotolerance traits and body color phenotypes in montane populations of Drosophila melanogaster. analysis of within- and between-population variations. Journal of Zoology 280:49-59."	doi:10.1111/j.1469-7998.2009.00641.x
Altitude	Solan	1440	30.9	77.09	Drosophila melanogaster	Male	21	HeatKnockdown	minutes	18.5	"Parkash R, Sharma V, Kalra B. 2009. Correlated changes in thermotolerance traits and body color phenotypes in montane populations of Drosophila melanogaster. analysis of within- and between-population variations. Journal of Zoology 280:49-59."	doi:10.1111/j.1469-7998.2009.00641.x
Altitude	Kasauli	1951	30.9	76.96	Drosophila melanogaster	Male	21	HeatKnockdown	minutes	13.2	"Parkash R, Sharma V, Kalra B. 2009. Correlated changes in thermotolerance traits and body color phenotypes in montane populations of Drosophila melanogaster. analysis of within- and between-population variations. Journal of Zoology 280:49-59."	doi:10.1111/j.1469-7998.2009.00641.x
Altitude	Shimla	2202	31.06	77.1	Drosophila melanogaster	Male	21	HeatKnockdown	minutes	12.6	"Parkash R, Sharma V, Kalra B. 2009. Correlated changes in thermotolerance traits and body color phenotypes in montane populations of Drosophila melanogaster. analysis of within- and between-population variations. Journal of Zoology 280:49-59."	doi:10.1111/j.1469-7998.2009.00641.x
Altitude	Chandigarh	400	30.44	76.53	Drosophila ananassae	Female	25	HeatKnockdown	minutes	32.17	"Rajpurohit S, Parkash R, Singh S, Ramniwas S. 2008. Climate change, boundary increase and elongation of a pre-existing cline: A case study in Drosophila ananassae. Entomological Research 38:268-275."	doi: 10.1111/j.1748-5967.2008.00186.x
Altitude	Kalka	600	30.83	76.93	Drosophila ananassae	Female	25	HeatKnockdown	minutes	30.24	"Rajpurohit S, Parkash R, Singh S, Ramniwas S. 2008. Climate change, boundary increase and elongation of a pre-existing cline: A case study in Drosophila ananassae. Entomological Research 38:268-275."	doi: 10.1111/j.1748-5967.2008.00186.x
Altitude	Solan	1440	30.9	77.09	Drosophila ananassae	Female	25	HeatKnockdown	minutes	25.06	"Rajpurohit S, Parkash R, Singh S, Ramniwas S. 2008. Climate change, boundary increase and elongation of a pre-existing cline: A case study in Drosophila ananassae. Entomological Research 38:268-275."	doi: 10.1111/j.1748-5967.2008.00186.x
Altitude	Kalka	600	30.83	76.93	Drosophila melanogaster	Female	25	Trident	numbers	0.515	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Altitude	Solan	1250	30.9	77.09	Drosophila melanogaster	Female	25	Trident	numbers	0.61	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Altitude	Kullu	1350	31.35	77.06	Drosophila melanogaster	Female	25	Trident	numbers	0.614	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Altitude	Shimla	1950	31.06	77.1	Drosophila melanogaster	Female	25	Trident	numbers	0.954	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Altitude	Manali	2050	32.16	77.1	Drosophila melanogaster	Female	25	Trident	numbers	1.029	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Altitude	Kalka	600	30.83	76.93	Drosophila melanogaster	Male	25	Trident	numbers	0.573	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Altitude	Solan	1250	30.9	77.09	Drosophila melanogaster	Male	25	Trident	numbers	0.676	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Altitude	Kullu	1350	31.35	77.06	Drosophila melanogaster	Male	25	Trident	numbers	0.65	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Altitude	Shimla	1950	31.06	77.1	Drosophila melanogaster	Male	25	Trident	numbers	1.035	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Altitude	Manali	2050	32.16	77.1	Drosophila melanogaster	Male	25	Trident	numbers	1.015	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Altitude	Kalka	600	30.83	76.93	Drosophila melanogaster	Female	25	Est6	frequency	0.59	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Altitude	Solan	1250	30.9	77.09	Drosophila melanogaster	Female	25	Est6	frequency	0.46	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Altitude	Shimla	1950	31.06	77.1	Drosophila melanogaster	Female	25	Est6	frequency	0.43	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Altitude	Manali	2050	32.16	77.1	Drosophila melanogaster	Female	25	Est6	frequency	0.32	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Altitude	Rohtak	253	28.5	76.35	Drosophila melanogaster	Female	25	Adh	frequency	0.76	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Altitude	Chandigarh	350	30.44	76.53	Drosophila melanogaster	Female	25	Adh	frequency	0.8	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Altitude	Kalka	600	30.83	76.93	Drosophila melanogaster	Female	25	Adh	frequency	0.82	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Altitude	Solan	1250	30.9	77.09	Drosophila melanogaster	Female	25	Adh	frequency	0.84	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Altitude	Kullu	1310	31.35	77.06	Drosophila melanogaster	Female	25	Adh	frequency	0.84	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Altitude	Shimla	1950	31.06	77.1	Drosophila melanogaster	Female	25	Adh	frequency	0.88	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Altitude	Manali	2050	32.16	77.1	Drosophila melanogaster	Female	25	Adh	frequency	0.89	"Parkash R, Munjal AK, Karan D. 1998. Thermal adaptive significance of ADH and EST-6 allozymes in Indian geographical populations of Drosophila melanogaster. J. Zool. Syst. Evol. Research 36: 147-152."	doi:Â 10.1111/j.1439-0469.1998.tb00833.x
Latitude	Ernakulam	3.99	10	76.33	Drosophila melanogaster	Male	25	Starvation	hours	128	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Tirumala	976	13.4	79.42	Drosophila melanogaster	Male	25	Starvation	hours	118.9	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila melanogaster	Male	25	Starvation	hours	115.4	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Nagpur	310	21.1	79.09	Drosophila melanogaster	Male	25	Starvation	hours	114.7	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bhopal	523	23.1	77.41	Drosophila melanogaster	Male	25	Starvation	hours	112	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Rohtak	219	28.9	76.57	Drosophila melanogaster	Male	25	Starvation	hours	108.4	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Jammu	367	32.7	76.24	Drosophila melanogaster	Male	25	Starvation	hours	106.6	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Ernakulam	3.99	10	76.33	Drosophila kikkawai	Male	25	Starvation	hours	92.3	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Tirumala	976	13.4	79.42	Drosophila kikkawai	Male	25	Starvation	hours	90.4	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila kikkawai	Male	25	Starvation	hours	84.1	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Nagpur	310	21.1	79.09	Drosophila kikkawai	Male	25	Starvation	hours	84.1	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bhopal	523	23.1	77.41	Drosophila kikkawai	Male	25	Starvation	hours	83.3	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Rohtak	219	28.9	76.57	Drosophila kikkawai	Male	25	Starvation	hours	77.5	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Jammu	367	32.7	76.24	Drosophila kikkawai	Male	25	Starvation	hours	74.2	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Ernakulam	3.99	10	76.33	Drosophila ananassae	Male	25	Starvation	hours	102.8	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Tirumala	976	13.4	79.42	Drosophila ananassae	Male	25	Starvation	hours	94.6	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila ananassae	Male	25	Starvation	hours	88.7	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Nagpur	310	21.1	79.09	Drosophila ananassae	Male	25	Starvation	hours	81.1	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bhopal	523	23.1	77.41	Drosophila ananassae	Male	25	Starvation	hours	76	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Rohtak	219	28.9	76.57	Drosophila ananassae	Male	25	Starvation	hours	69.7	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Jammu	367	32.7	76.24	Drosophila ananassae	Male	25	Starvation	hours	71.3	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bengaluru	921	12.6	77.56	Drosophila bipectinata	Male	25	Starvation	hours	91.5	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila bipectinata	Male	25	Starvation	hours	72.5	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Nagpur	310	21.1	79.09	Drosophila bipectinata	Male	25	Starvation	hours	64.1	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Rohtak	219	28.9	76.57	Drosophila bipectinata	Male	25	Starvation	hours	59	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Kullu	1279	32	77.1	Drosophila bipectinata	Male	25	Starvation	hours	54.2	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bengaluru	921	12.6	77.56	Drosophila repleta	Male	25	Starvation	hours	160	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila repleta	Male	25	Starvation	hours	145.6	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Nagpur	310	21.1	79.09	Drosophila repleta	Male	25	Starvation	hours	130.1	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Rohtak	219	28.9	76.57	Drosophila repleta	Male	25	Starvation	hours	100	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
