Cline	Location	Altitude_meters_above_sea_level	Latitude_degree_North	Longitude_degree_East	Species	Sex	Common_Garden_Temperature_Degree_Centigrade	Phenotype	Phenotype_Unit	Data	Reference	Reference_DOI
Latitude	Kullu	1279	32	77.1	Drosophila repleta	Male	25	Starvation	hours	83.6	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Coimbatore	411.2	11	76.58	Drosophila nasuta	Female	21	HeatKnockdown	minutes	22.19	"Parkash R, Ranga P. 2013. Divergence for tolerance to thermal-stress related traits in two Drosophila species of immigrans group. Journal of Thermal Biology 38:396-406."	doi:10.1016/j.jtherbio.2013.05.004
Latitude	Anantpur	335	14.41	76.09	Drosophila nasuta	Female	21	HeatKnockdown	minutes	21.33	"Parkash R, Ranga P. 2013. Divergence for tolerance to thermal-stress related traits in two Drosophila species of immigrans group. Journal of Thermal Biology 38:396-406."	doi:10.1016/j.jtherbio.2013.05.004
Latitude	Hyderabad	545	17.2	78.28	Drosophila nasuta	Female	21	HeatKnockdown	minutes	19.02	"Parkash R, Ranga P. 2013. Divergence for tolerance to thermal-stress related traits in two Drosophila species of immigrans group. Journal of Thermal Biology 38:396-406."	doi:10.1016/j.jtherbio.2013.05.004
Latitude	Nagpur	310	21.06	79.03	Drosophila nasuta	Female	21	HeatKnockdown	minutes	17.23	"Parkash R, Ranga P. 2013. Divergence for tolerance to thermal-stress related traits in two Drosophila species of immigrans group. Journal of Thermal Biology 38:396-406."	doi:10.1016/j.jtherbio.2013.05.004
Latitude	Jhansi	285	25.27	78.35	Drosophila nasuta	Female	21	HeatKnockdown	minutes	15.54	"Parkash R, Ranga P. 2013. Divergence for tolerance to thermal-stress related traits in two Drosophila species of immigrans group. Journal of Thermal Biology 38:396-406."	doi:10.1016/j.jtherbio.2013.05.004
Latitude	Rohtak	219	28.5	76.35	Drosophila nasuta	Female	21	HeatKnockdown	minutes	14.53	"Parkash R, Ranga P. 2013. Divergence for tolerance to thermal-stress related traits in two Drosophila species of immigrans group. Journal of Thermal Biology 38:396-406."	doi:10.1016/j.jtherbio.2013.05.004
Latitude	Parwanoo	762	30.51	77.15	Drosophila nasuta	Female	21	HeatKnockdown	minutes	13.25	"Parkash R, Ranga P. 2013. Divergence for tolerance to thermal-stress related traits in two Drosophila species of immigrans group. Journal of Thermal Biology 38:396-406."	doi:10.1016/j.jtherbio.2013.05.004
Latitude	Coimbatore	411.2	11	76.58	Drosophila immigrans	Female	21	ChillComa	minutes	36.49	"Parkash R, Ranga P. 2013. Divergence for tolerance to thermal-stress related traits in two Drosophila species of immigrans group. Journal of Thermal Biology 38:396-406."	doi:10.1016/j.jtherbio.2013.05.004
Latitude	Anantpur	335	14.41	76.09	Drosophila immigrans	Female	21	ChillComa	minutes	34.58	"Parkash R, Ranga P. 2013. Divergence for tolerance to thermal-stress related traits in two Drosophila species of immigrans group. Journal of Thermal Biology 38:396-406."	doi:10.1016/j.jtherbio.2013.05.004
Latitude	Hyderabad	545	17.2	78.28	Drosophila immigrans	Female	21	ChillComa	minutes	30.12	"Parkash R, Ranga P. 2013. Divergence for tolerance to thermal-stress related traits in two Drosophila species of immigrans group. Journal of Thermal Biology 38:396-406."	doi:10.1016/j.jtherbio.2013.05.004
Latitude	Nagpur	310	21.06	79.03	Drosophila immigrans	Female	21	ChillComa	minutes	28.39	"Parkash R, Ranga P. 2013. Divergence for tolerance to thermal-stress related traits in two Drosophila species of immigrans group. Journal of Thermal Biology 38:396-406."	doi:10.1016/j.jtherbio.2013.05.004
Latitude	Jhansi	285	25.27	78.35	Drosophila immigrans	Female	21	ChillComa	minutes	24.32	"Parkash R, Ranga P. 2013. Divergence for tolerance to thermal-stress related traits in two Drosophila species of immigrans group. Journal of Thermal Biology 38:396-406."	doi:10.1016/j.jtherbio.2013.05.004
Latitude	Rohtak	219	28.5	76.35	Drosophila immigrans	Female	21	ChillComa	minutes	20.8	"Parkash R, Ranga P. 2013. Divergence for tolerance to thermal-stress related traits in two Drosophila species of immigrans group. Journal of Thermal Biology 38:396-406."	doi:10.1016/j.jtherbio.2013.05.004
Latitude	Parwanoo	762	30.51	77.15	Drosophila immigrans	Female	21	ChillComa	minutes	17.01	"Parkash R, Ranga P. 2013. Divergence for tolerance to thermal-stress related traits in two Drosophila species of immigrans group. Journal of Thermal Biology 38:396-406."	doi:10.1016/j.jtherbio.2013.05.004
Latitude	Ernakulam	3.99	10	76.33	Drosophila melanogaster	Male	25	Desiccation	hours	16.5	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Tirumala	976	13.4	79.42	Drosophila melanogaster	Male	25	Desiccation	hours	20	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila melanogaster	Male	25	Desiccation	hours	20.5	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Nagpur	310	21.1	79.09	Drosophila melanogaster	Male	25	Desiccation	hours	21.7	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bhopal	523	23.1	77.41	Drosophila melanogaster	Male	25	Desiccation	hours	21.6	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Rohtak	219	28.9	76.57	Drosophila melanogaster	Male	25	Desiccation	hours	21.2	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Jammu	367	32.7	76.24	Drosophila melanogaster	Male	25	Desiccation	hours	23.4	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Ernakulam	3.99	10	76.33	Drosophila kikkawai	Male	25	Desiccation	hours	9.5	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Tirumala	976	13.4	79.42	Drosophila kikkawai	Male	25	Desiccation	hours	10.3	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila kikkawai	Male	25	Desiccation	hours	11.2	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Nagpur	310	21.1	79.09	Drosophila kikkawai	Male	25	Desiccation	hours	11.8	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bhopal	523	23.1	77.41	Drosophila kikkawai	Male	25	Desiccation	hours	11.3	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Rohtak	219	28.9	76.57	Drosophila kikkawai	Male	25	Desiccation	hours	16.1	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Jammu	367	32.7	76.24	Drosophila kikkawai	Male	25	Desiccation	hours	18.8	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Ernakulam	3.99	10	76.33	Drosophila ananassae	Male	25	Desiccation	hours	5.1	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Tirumala	976	13.4	79.42	Drosophila ananassae	Male	25	Desiccation	hours	5.4	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila ananassae	Male	25	Desiccation	hours	6.5	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Nagpur	310	21.1	79.09	Drosophila ananassae	Male	25	Desiccation	hours	7.9	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bhopal	523	23.1	77.41	Drosophila ananassae	Male	25	Desiccation	hours	8.9	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Rohtak	219	28.9	76.57	Drosophila ananassae	Male	25	Desiccation	hours	10.3	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Jammu	367	32.7	76.24	Drosophila ananassae	Male	25	Desiccation	hours	10.5	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bengaluru	921	12.6	77.56	Drosophila bipectinata	Male	25	Desiccation	hours	9.5	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila bipectinata	Male	25	Desiccation	hours	12.5	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Nagpur	310	21.1	79.09	Drosophila bipectinata	Male	25	Desiccation	hours	12.9	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Rohtak	219	28.9	76.57	Drosophila bipectinata	Male	25	Desiccation	hours	14.5	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Kullu	1279	32	77.1	Drosophila bipectinata	Male	25	Desiccation	hours	14.4	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Bengaluru	921	12.6	77.56	Drosophila repleta	Male	25	Desiccation	hours	21.5	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila repleta	Male	25	Desiccation	hours	25.6	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Nagpur	310	21.1	79.09	Drosophila repleta	Male	25	Desiccation	hours	31.2	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Rohtak	219	28.9	76.57	Drosophila repleta	Male	25	Desiccation	hours	37	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Kullu	1279	32	77.1	Drosophila repleta	Male	25	Desiccation	hours	41.5	"Parkash R, Munjal AK. 1999. Climatic selection of starvation and desiccation resistance in populations of some tropical drosophilids. J. Zool. Syst. Evol. Research 37:195-202."	doi:Â 10.1111/j.1439-0469.1999.tb00983.x
Latitude	Kanyakumari	30	8.05	77.54	Drosophila melanogaster	Female	21	Melanization	% Pigmented	23.2	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Madurai	101	9.5	87.1	Drosophila melanogaster	Female	21	Melanization	% Pigmented	27.8	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Bengaluru	921	12.58	77.56	Drosophila melanogaster	Female	21	Melanization	% Pigmented	30.1	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Anantpur	335	14.41	76.09	Drosophila melanogaster	Female	21	Melanization	% Pigmented	31.5	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Pune	559	18.3	73.85	Drosophila melanogaster	Female	21	Melanization	% Pigmented	34.1	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Nagpur	310	21.09	79.09	Drosophila melanogaster	Female	21	Melanization	% Pigmented	32.2	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Bhopal	523	24.1	77.41	Drosophila melanogaster	Female	21	Melanization	% Pigmented	33.6	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Jhansi	285	25.7	78.56	Drosophila melanogaster	Female	21	Melanization	% Pigmented	30.3	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Gorakhpur	84	26.45	83.36	Drosophila melanogaster	Female	21	Melanization	% Pigmented	33.7	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Rohtak	219	28.94	76.57	Drosophila melanogaster	Female	21	Melanization	% Pigmented	36.4	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Kalka	656	30.51	76.93	Drosophila melanogaster	Female	21	Melanization	% Pigmented	40.5	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Dharamshala	1211	32	76.32	Drosophila melanogaster	Female	21	Melanization	% Pigmented	46.6	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Kanyakumari	30	8.05	77.54	Drosophila ananassae	Female	21	Melanization	% Pigmented	5.1	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Madurai	101	9.5	87.1	Drosophila ananassae	Female	21	Melanization	% Pigmented	5.2	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Bengaluru	921	12.58	77.56	Drosophila ananassae	Female	21	Melanization	% Pigmented	5.5	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Anantpur	335	14.41	76.09	Drosophila ananassae	Female	21	Melanization	% Pigmented	6	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Pune	559	18.3	73.85	Drosophila ananassae	Female	21	Melanization	% Pigmented	7.3	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Nagpur	310	21.09	79.09	Drosophila ananassae	Female	21	Melanization	% Pigmented	7.1	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Bhopal	523	24.1	77.41	Drosophila ananassae	Female	21	Melanization	% Pigmented	8.8	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Jhansi	285	25.7	78.56	Drosophila ananassae	Female	21	Melanization	% Pigmented	8.5	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Gorakhpur	84	26.45	83.36	Drosophila ananassae	Female	21	Melanization	% Pigmented	9.6	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Rohtak	219	28.94	76.57	Drosophila ananassae	Female	21	Melanization	% Pigmented	10.8	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Kalka	656	30.51	76.93	Drosophila ananassae	Female	21	Melanization	% Pigmented	11.8	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Dharamshala	1211	32	76.32	Drosophila ananassae	Female	21	Melanization	% Pigmented	12.3	"Parkash R, Kalra B, Sharma V. 2010. Impact of body melanisation on contrasting levels of desiccation resistance in a circumtropical and a generalist Drosophila species. Evol. Ecol. 24:207-225."	doi: 10.1007/s10682-009-9301-9
Latitude	Ernakulum	3.99	10	76.33	Drosophila melanogaster	Male	25	Trident	numbers	0.168	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Chennai	6	13.04	80.27	Drosophila melanogaster	Male	25	Trident	numbers	0.118	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Tirumala	976	13.4	79.42	Drosophila melanogaster	Male	25	Trident	numbers	0.178	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila melanogaster	Male	25	Trident	numbers	0.25	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Nagpur	310	21.09	79.09	Drosophila melanogaster	Male	25	Trident	numbers	0.208	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Indore	567	22.7	75.9	Drosophila melanogaster	Male	25	Trident	numbers	0.243	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Bhopal	523	23.16	77.41	Drosophila melanogaster	Male	25	Trident	numbers	0.3	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Rohtak	219	28.94	76.57	Drosophila melanogaster	Male	25	Trident	numbers	0.49	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Jammu	367	32.74	76.24	Drosophila melanogaster	Male	25	Trident	numbers	0.486	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Ernakulum	3.99	10	76.33	Drosophila melanogaster	Female	25	Trident	numbers	0.189	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Chennai	6	13.04	80.27	Drosophila melanogaster	Female	25	Trident	numbers	0.1	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Tirumala	976	13.4	79.42	Drosophila melanogaster	Female	25	Trident	numbers	0.2	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Hyderabad	545	17.2	78.48	Drosophila melanogaster	Female	25	Trident	numbers	0.218	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Nagpur	310	21.09	79.09	Drosophila melanogaster	Female	25	Trident	numbers	0.256	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Indore	567	22.7	75.9	Drosophila melanogaster	Female	25	Trident	numbers	0.237	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Bhopal	523	23.16	77.41	Drosophila melanogaster	Female	25	Trident	numbers	0.31	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Rohtak	219	28.94	76.57	Drosophila melanogaster	Female	25	Trident	numbers	0.475	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Jammu	367	32.74	76.24	Drosophila melanogaster	Female	25	Trident	numbers	0.552	"Parkash R, Munjal AK. 1999. Phenotypic variability of thoracic pigmentation in Indian populations of Drosophila melanogaster. J. Zoo. Syst. Evol. Research 37:133-140."	doi:Â 10.1111/j.1439-0469.1999.00112.x
Latitude	Kozhikode	3.28	11.15	75.77	Drosophila melanogaster	Female	21	OvarioleNum	numbers	34	"Rajpurohit S, Parkash R, Ramniwas S, Singh S. 2008. Variations in body melanisation, ovariole number and fecundity in highland and lowland populations of Drosophila melanogaster from the Indian subcontinent. Insect Science 15:553-561."	doi: 10.1111/j.1744-7917.2008.00245.x
Latitude	Ratnagiri	11	16.59	73.5	Drosophila melanogaster	Female	21	OvarioleNum	numbers	36.75	"Rajpurohit S, Parkash R, Ramniwas S, Singh S. 2008. Variations in body melanisation, ovariole number and fecundity in highland and lowland populations of Drosophila melanogaster from the Indian subcontinent. Insect Science 15:553-561."	doi: 10.1111/j.1744-7917.2008.00245.x
